date,area,trap,mosquito_name,number_of_mosquitoes
2025-01-31,Maylands,BAY1LAK1,Aedes notoscriptus,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Aedes vigilax,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex annulirostris,1
2025-01-31,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2025-01-31,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2025-01-31,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2025-01-31,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2025-01-31,Maylands,BAY1LAK1,Culex sitiens,1
2025-01-31,Maylands,BAY1LAK1,Other,1
2025-01-31,Maylands,BAY1LAK1,Verrallina masters 52,1
2025-01-31,Maylands,BAY1QUE1,Aedes camptorhynchus,1
2025-01-31,Maylands,BAY1QUE1,Aedes notoscriptus,1
2025-01-31,Maylands,BAY1QUE1,Aedes notoscriptus,1
2025-01-31,Maylands,BAY1QUE1,Aedes procox,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1QUE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1QUE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1QUE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1QUE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1QUE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1QUE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1QUE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1QUE1,Culex quinquefasciatus,1
2025-01-31,Maylands,BAY1QUE1,Culex quinquefasciatus,1
2025-01-31,Bayswater,BAY1ROS1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1ROS1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1ROS1,Culex quinquefasciatus,1
2025-01-31,Maylands,BAY1THE1,Aedes alboannulatus,1
2025-01-31,Maylands,BAY1THE1,Aedes camptorhynchus,1
2025-01-31,Maylands,BAY1THE1,Aedes notoscriptus,1
2025-01-31,Maylands,BAY1THE1,Aedes notoscriptus,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Aedes vigilax,1
2025-01-31,Maylands,BAY1THE1,Anopheles bancroftii,1
2025-01-31,Maylands,BAY1THE1,Anopheles bancroftii,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex annulirostris,1
2025-01-31,Maylands,BAY1THE1,Culex arbostensis,1
2025-01-31,Maylands,BAY1THE1,Other,1
2025-01-31,Bayswater,BAY1WRI1,Aedes notoscriptus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes notoscriptus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes notoscriptus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes notoscriptus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes notoscriptus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes procox,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex quinquefasciatus,1
2025-01-31,Bayswater,BAY1WRI1,Culex quinquefasciatus,1
2025-01-31,Bayswater,BAY1WRI1,Culex quinquefasciatus,1
2025-01-31,Bayswater,BAY1WRI1,Culex quinquefasciatus,1
2025-01-31,Bayswater,BAY1WRI1,Culex sitiens,1
2025-01-31,Bayswater,BAY1WRI1,Aedes alboannulatus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes camptorhynchus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes camptorhynchus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes notoscriptus,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Aedes vigilax,1
2025-01-31,Bayswater,BAY1WRI1,Coquillettidia linealis,1
2025-01-31,Bayswater,BAY1WRI1,Coquillettidia linealis,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex annulirostris,1
2025-01-31,Bayswater,BAY1WRI1,Culex quinquefasciatus,1
2025-01-31,Bayswater,BAY1WRI1,Culex quinquefasciatus,1
2025-02-06,Ashfield,BAS1ASH1,Aedes camptorhynchus,1
2025-02-06,Ashfield,BAS1ASH1,Aedes notoscriptus,1
2025-02-06,Ashfield,BAS1ASH1,Aedes notoscriptus,1
2025-02-06,Ashfield,BAS1ASH1,Aedes notoscriptus,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vigilax,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vittiger,1
2025-02-06,Ashfield,BAS1ASH1,Aedes vittiger,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex annulirostris,1
2025-02-06,Ashfield,BAS1ASH1,Culex arbostensis,1
2025-02-06,Ashfield,BAS1ASH1,Culex quinquefasciatus,1
2025-02-06,Ashfield,BAS1ASH1,Culex quinquefasciatus,1
2025-02-06,Ashfield,BAS1ASH1,Culex quinquefasciatus,1
2025-02-06,Ashfield,BAS1ASH1,Culex sitiens,1
2025-02-06,Ashfield,BAS1ASH1,Other,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verralina funerea,1
2025-02-06,Ashfield,BAS1ASH1,Verrallina masters 52,1
2025-02-06,Ashfield,BAS1ASH1,Verrallina masters 52,1
2025-02-06,Ashfield,BAS1ASH1,Verrallina masters 52,1
2025-02-06,Bassendean,BAS1DEA1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1DEA1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1DEA1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1DEA1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1DEA1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1DEA1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1DEA1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1DEA1,Culex sitiens,1
2025-02-06,Bassendean,BAS1DEA1,Culex sitiens,1
2025-02-06,Bassendean,BAS1DEA1,Culex sitiens,1
2025-02-06,Bassendean,BAS1DEA1,Culex sitiens,1
2025-02-06,Bassendean,BAS1DEA1,Verralina funerea,1
2025-02-06,Bassendean,BAS1DEA1,Verrallina masters 52,1
2025-02-06,Bassendean,BAS1DEA1,Verrallina masters 52,1
2025-02-06,Bassendean,BAS1DEA1,Verrallina masters 52,1
2025-02-06,Bassendean,BAS1IVE1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes camptorhynchus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex annulirostris,1
2025-02-06,Bassendean,BAS1IVE1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1IVE1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1IVE1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1IVE1,Culex quinquefasciatus,1
2025-02-06,Bassendean,BAS1IVE1,Culex sitiens,1
2025-02-06,Bassendean,BAS1IVE1,Culex sitiens,1
2025-02-06,Bassendean,BAS1IVE1,Other,1
2025-02-06,Bassendean,BAS1IVE1,Verrallina masters 52,1
2025-02-06,Bassendean,BAS1NOR1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1NOR1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1NOR1,Aedes notoscriptus,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
2025-02-06,Bassendean,BAS1NOR1,Aedes vigilax,1
